Timestamp,Stopień naukowy do umieszczenia na certyfikacie uczestnictwa w konferencji (o ile dotyczy),Chcesz podzielić się odpowiedzią na to pytanie? Chętnie przedstawimy najciekawsze odpowiedzi,Czy chcesz uczestniczyć w konferencji?,W którym warsztacie porannym chciałabyś/chciałbyś uczestniczyć 27.09?,W którym warsztacie popołudniowym chciałabyś/chciałbyś uczestniczyć 27.09?,Obecne stanowisko,"Tematyka, którą się zajmujesz","Tematyka, którą się interesujesz","Proszę wpisz (po przecinku) najważniejsze technologie, z którymi pracujesz na co dzień","Proszę wpisz (po przecinku) pakiety do R, z którymi pracujesz na co dzień",Doświadczenie związane z analizą i przetwarzaniem danych - wpisz liczbę oznaczającą lata,Doświadczenie związane z pakietem statystycznym R - wpisz liczbę oznaczającą lata,Płeć,Kraj,Miasto,czy_ostatecznie_bedzie_na_konferencji,wiek
4/27/2017 6:31:05,mgr,NA,Nie,Interaktywne wizualizacje w R i plotly - case study,Kombajn do uczenia maszynowego - MLR w praktyce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
4/27/2017 6:57:46,NA,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Zastosowanie R w Power BI,BI Developer,"Big Data i hurtownie danych, rozwój oprogramowania, tworzenie raportów i dashboardów","Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie","SQLServer, SSAS, PowerBI",NA,4,1,Mężczyzna,Polska,Bydgoszcz,FALSE,31
4/27/2017 10:38:57,mgr,Nice coding,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Efektywna i efektowna wizualizacja w ggplot2,Advanced Data Scientist,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, tworzenie i wizualizacja map, R w badaniach społecznych, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, analiza tekstu, analiza i przetwarzanie obrazu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, SAS, Power BI, SPSS",dplyr,5,2,Kobieta,Polska,Poznań,TRUE,31
4/27/2017 12:54:42,mgr,Why not ?,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,Web scraping w R i nie tylko,doktorant,"metodologia statystyczna, bioinformatyka",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
4/28/2017 15:40:46,dr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Efektywna i efektowna wizualizacja w ggplot2,adiunkt w Zkładzie-Centrum Monitorowania i Analiz Stanu Zdrowia Ludności NIZP-PZH,"badania kliniczne, statystyka przestrzenna, biostatystyka i epidemiologia, analiza szeregów czasowych","badania kliniczne, wizualizacja danych, statystyka przestrzenna, tworzenie i wizualizacja map, biostatystyka i epidemiologia, analiza szeregów czasowych",NA,"openxlsx, hapefiles, spdep, mgcv,DClster,GWmodel, INLA, RColorBrewer, ReporteRs, tableone",15,8,Mężczyzna,Polska,Warszawa,TRUE,NA
4/29/2017 17:44:35,mgr,NA,Tak,Social Network Analysis w R,Web scraping w R i nie tylko,data scientist,"wizualizacja danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, R w biznesie, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów",R,"dplyr, lubridate, shiny",4,4,Mężczyzna,Polska,Poznań,TRUE,NA
4/29/2017 20:30:10,mgr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Web scraping w R i nie tylko,Ekonomista,"metodologia statystyczna, wizualizacja danych, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych","wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych",NA,"Dplyr, highcharter",5,5,Kobieta,Polska,Warszawa,FALSE,NA
5/1/2017 12:44:07,dr,NA,Tak,Żadnym,Żadnym,adiunkt,"metodologia statystyczna, wizualizacja danych, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyka przestrzenna, analiza szeregów czasowych","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyka przestrzenna, tworzenie i wizualizacja map, obliczenia w chmurze, analiza szeregów czasowych, aplikacje shiny i htmlwidgets",NA,NA,8,2,Mężczyzna,Polska,Kraków,TRUE,NA
5/1/2017 12:44:07,dr,NA,Tak,Żadnym,Żadnym,asystent,"edukacja R i R w edukacji, odtwarzalne obliczenia, statystyka przestrzenna, analiza szeregów czasowych","wizualizacja danych, integracja R z innymi językami/środowiskami, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyka przestrzenna, tworzenie i wizualizacja map, analiza szeregów czasowych",NA,NA,8,3,Kobieta,Polska,Kraków,TRUE,52
5/3/2017 14:08:47,mgr,"Because it rocks! Quite easy, powerful and for free.",Tak,Social Network Analysis w R,Klasyfikacja wieloetykietowa z pakietem R,Business Intelligence Analyst,"wizualizacja danych, R w biznesie, tworzenie raportów i dashboardów","wizualizacja danych, Big Data i hurtownie danych, R w biznesie, społeczność R w Polsce, klastrowanie i segmentacja, R w badaniach społecznych, tworzenie raportów i dashboardów","Tableau, MySQL, PostgreSQL, Knime, R","dplyr, ggplot2, RPostgreSQL, forecast",4,1,Kobieta,Malta,Sliema,FALSE,NA
5/3/2017 14:49:33,dr hab.,Bo jest najlepszym programem statystycznym a konkurencja jest daleko w tyle,Tak,Interaktywne wizualizacje w R i plotly - case study,Efektywna i efektowna wizualizacja w ggplot2,NA,"edukacja R i R w edukacji, biostatystyka i epidemiologia","metodologia statystyczna, wizualizacja danych, społeczność R w Polsce, edukacja R i R w edukacji, biostatystyka i epidemiologia",NA,"vegan, ade4, cocorresp, labdsv, Rcmdr, FD, agricolae",14,12,Mężczyzna,Polska,Cisownica,TRUE,NA
5/3/2017 23:47:22,NA,NA,Tak,Żadnym,Żadnym,NA,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, rozwój oprogramowania, statystyczne uczenie maszynowe i modele predykcyjne","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia w chmurze, tworzenie raportów i dashboardów","asp, c#, sql, qnx, r",NA,1,1,Kobieta,Polska,Częstochowa,FALSE,NA
5/6/2017 13:21:06,mgr,Why not?,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,Zastosowanie R w Power BI,Senior Data Scientist,"wizualizacja danych, rozwój oprogramowania, klastrowanie i segmentacja, tworzenie raportów i dashboardów",wizualizacja danych,NA,NA,NA,NA,Mężczyzna,Polska,Poznań,TRUE,38
5/8/2017 12:08:10,mgr,It was random choice.,Tak,Interaktywne wizualizacje w R i plotly - case study,Web scraping w R i nie tylko,NA,"wizualizacja danych, odtwarzalne obliczenia, tworzenie i wizualizacja map, biostatystyka i epidemiologia","wizualizacja danych, R w biznesie, odtwarzalne obliczenia, biostatystyka i epidemiologia, aplikacje shiny i htmlwidgets","R, Git","""data.table"", ""ggplot2""",6,1.5,Mężczyzna,Polska,Warszawa,FALSE,NA
5/8/2017 15:03:31,mgr,Pozwolił mi na odpowiedź na pytanie dot. zasadności zakupu nowego auta.,Tak,XGBoost rządzi,Klasyfikacja wieloetykietowa z pakietem R,Główny Specjalista,"wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, ekonomia, finanse i ubezpieczenia, biostatystyka i epidemiologia","statystyczne uczenie maszynowe i modele predykcyjne, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, Tableau, SAS","data.table, shiny, tidyverse, forecast, XGBoost",1,1,Mężczyzna,Polska,Warszawa,FALSE,31
5/9/2017 5:53:47,mgr,NA,Tak,Żadnym,Żadnym,Analityk danych,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
5/9/2017 8:59:20,NA,NA,Tak,Analiza danych sondażowych w R,mirt: skalowanie odpowiedzi lepsze niż PCA,NA,"metodologia statystyczna, R w biznesie, R w badaniach społecznych","metodologia statystyczna, R w biznesie, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, tworzenie raportów i dashboardów",NA,NA,8,1,Mężczyzna,Polska,Warszawa,FALSE,NA
5/9/2017 10:05:12,mgr,NA,Tak,Social Network Analysis w R,"Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",Process Excellence Manager,"wizualizacja danych, R w biznesie, ekonomia, finanse i ubezpieczenia, tworzenie i wizualizacja map","wizualizacja danych, ekonomia, finanse i ubezpieczenia, statystyka przestrzenna, tworzenie i wizualizacja map, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, Power BI, Knime, Excel, VBA","leaflet, shiny, ggplot2",10,2,Mężczyzna,Polska,Kraków,TRUE,39
5/9/2017 10:47:14,mgr inż.,NA,Tak,Żadnym,"Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",NA,NA,"bioinformatyka, Big Data i hurtownie danych",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
5/9/2017 12:27:18,dr,NA,Tak,Social Network Analysis w R,Text mining w R,adiukt,"metodologia statystyczna, wizualizacja danych, R w badaniach społecznych","metodologia statystyczna, wizualizacja danych, Big Data i hurtownie danych, R w biznesie, R w badaniach społecznych, analiza tekstu",NA,"psych, Hmisc",16,11,Mężczyzna,Polska,Lublin,FALSE,NA
5/9/2017 13:31:23,NA,NA,Nie,Social Network Analysis w R,Żadnym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
5/9/2017 15:19:21,NA,R gives me freedom,Tak,Interaktywne wizualizacje w R i plotly - case study,Żadnym,Główny specjalista badawczo-techniczny ds. statystyki,"metodologia statystyczna, wizualizacja danych, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, aplikacje shiny i htmlwidgets","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów, przetwarzanie sygnału (FFT, wavelets etc.)","SQL Oracle, eye-tracking","reshape, MASS, ggplot2, shiny, plotly",14,8,Mężczyzna,Polska,Warszawa,TRUE,NA
5/10/2017 11:17:33,inż.,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki","Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",NA,NA,"metodologia statystyczna, badania kliniczne, wizualizacja danych, analiza i przetwarzanie obrazu",NA,NA,0.5,NA,Mężczyzna,Polska,Gdańsk,FALSE,0
5/10/2017 11:43:54,mgr,Studiuję Data Science i chciałbym nauczyć się biegle posługiwać w tym języku.,Tak,Social Network Analysis w R,Efektywna i efektowna wizualizacja w ggplot2,Z-ca Głównego Księgowego,"wizualizacja danych, R w biznesie, ekonomia, finanse i ubezpieczenia, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, społeczność R w Polsce, tworzenie i wizualizacja map, R w badaniach społecznych, tworzenie raportów i dashboardów",Excel,"base, dplyr, arules, ggplot2",1,1,Mężczyzna,Polska,Łódź,TRUE,36
5/10/2017 13:01:11,NA,NA,Tak,Żadnym,Żadnym,Chief Data Scientist,"wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, tworzenie raportów i dashboardów",NA,NA,20,3,Mężczyzna,Polska,Warszawa,TRUE,48
5/11/2017 10:51:59,dr inż.,Na małych zbiorach danych można wykonać sprytne analizy i modele :-),Tak,XGBoost rządzi,Kombajn do uczenia maszynowego - MLR w praktyce,"adjunct, Senior Data Scientist","R w biznesie, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, analiza i przetwarzanie obrazu","metodologia statystyczna, wizualizacja danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, analiza i przetwarzanie obrazu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets","r, python",NA,10,3,Kobieta,Polska,Warszawa,TRUE,NA
5/11/2017 10:59:51,dr,Ponieważ mocno działa na wyobraźnię.,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,Efektywna i efektowna wizualizacja w ggplot2,adiunkt,geomorfologia,"wizualizacja danych, edukacja R i R w edukacji, tworzenie i wizualizacja map","tomografia elektrooporowa, datowanie radioizotopowe, geomorfometria","stats, ggplot2, aqp",2,2,Mężczyzna,Polska,Kraków,TRUE,37
5/11/2017 11:13:40,mgr inż.,NA,Tak,Social Network Analysis w R,Web scraping w R i nie tylko,Team leader,"Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne","Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, obliczenia w chmurze, analiza szeregów czasowych, aplikacje shiny i htmlwidgets",",SQL, VBA, SQLServer",",shine, ggplot, twitteR,",3,1,Mężczyzna,Polsja,Warszawa,FALSE,NA
5/11/2017 11:44:35,NA,NA,Tak,Żadnym,Żadnym,student,"metodologia statystyczna, wizualizacja danych, klastrowanie i segmentacja","metodologia statystyczna, badania kliniczne, wizualizacja danych, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, R w badaniach społecznych, biostatystyka i epidemiologia",NA,NA,0.6,0.6,Kobieta,Polska,Kraków,TRUE,NA
5/11/2017 11:58:15,NA,NA,Tak,Żadnym,Żadnym,NA,"wizualizacja danych, R w biznesie","wizualizacja danych, R w biznesie",NA,NA,NA,5,Mężczyzna,NA,NA,TRUE,1820
5/11/2017 21:12:32,dr,NA,Tak,Analiza danych sondażowych w R,Żadnym,NA,"metodologia statystyczna, bioinformatyka, statystyczne uczenie maszynowe i modele predykcyjne, analiza tekstu","metodologia statystyczna, bioinformatyka, statystyczne uczenie maszynowe i modele predykcyjne, analiza tekstu",NA,NA,10,12,Mężczyzna,Polska,Warszawa,TRUE,33
5/11/2017 22:41:25,NA,NA,Tak,Machine Learning w R przy użyciu H2O,Efektywna i efektowna wizualizacja w ggplot2,NA,NA,"metodologia statystyczna, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne",NA,NA,NA,NA,Mężczyzna,Polska,Warszawa,FALSE,NA
5/12/2017 0:09:54,mgr inż.,NA,Tak,Żadnym,Klasyfikacja wieloetykietowa z pakietem R,Architekt danych :),"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, bioinformatyka, Big Data i hurtownie danych, R w biznesie, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, tworzenie i wizualizacja map, analiza tekstu, obliczenia w chmurze, analiza i przetwarzanie obrazu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, bioinformatyka, Big Data i hurtownie danych, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, tworzenie i wizualizacja map, analiza tekstu, obliczenia w chmurze, analiza i przetwarzanie obrazu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, SQL Server, Spark, Python, Azure, PowerBI,","RevoScale, MicrosoftML,",20,4,Mężczyzna,Polska,Poznań,TRUE,NA
5/12/2017 1:32:23,NA,Bo jest to program ktory kompleksowo ogarnia wszystkie tematy zwiazane ze statystyka i analiza danych. Bo jest maksymalnie elastyczny. Bo tworzy go super spolecznosc. I to wszystko za darmo :),Tak,Interaktywne wizualizacje w R i plotly - case study,Zastosowanie R w Power BI,GL Team Leader,"wizualizacja danych, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych","R w biznesie, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych","Excel, VBA, SAP",NA,5,3,Mężczyzna,Polska,Kraków,TRUE,NA
5/12/2017 8:49:19,NA,NA,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,Złożone schematy doboru próby - pakiet survey,mł. spec. ds. analiz statystycznych,"metodologia statystyczna, wizualizacja danych, tworzenie i wizualizacja map, R w badaniach społecznych, tworzenie raportów i dashboardów","integracja R z innymi językami/środowiskami, statystyka przestrzenna, tworzenie i wizualizacja map, aplikacje shiny i htmlwidgets",NA,"ggplot2, dplyr, tidyr, questionr, stringr, ggmap",3,2,Mężczyzna,Polska,NA,FALSE,NA
5/12/2017 12:32:00,mgr,NA,Tak,Social Network Analysis w R,Text mining w R,NA,R w badaniach społecznych,R w badaniach społecznych,R,"Ggplot, basic",4,1,Mężczyzna,Polska,Krakow,FALSE,NA
5/12/2017 16:01:14,mgr,"R nie bez powodu zwany jest ""lingua franca of data science"". Analizujesz dane = warto znać R.",Tak,Żadnym,Text mining w R,specjalista ds. monitorowania karier zawodowych absolwentów,"R w badaniach społecznych, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","SPSS, LimeSurvey, R",dplyr,2,0.5,Mężczyzna,Polska,Łódź,TRUE,NA
5/12/2017 16:59:31,NA,Why not?,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,Złożone schematy doboru próby - pakiet survey,NA,"metodologia statystyczna, edukacja R i R w edukacji, R w badaniach społecznych, biostatystyka i epidemiologia","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych, biostatystyka i epidemiologia","R, SPSS","tidyverse, dplyr, ggplot2",10,4,Mężczyzna,Polska,Warszawa,TRUE,NA
5/12/2017 17:01:38,NA,NA,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,Text mining w R,"specjalista, dział badań","metodologia statystyczna, wizualizacja danych","metodologia statystyczna, wizualizacja danych, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, R w badaniach społecznych, analiza tekstu",NA,NA,2,1,Kobieta,Polska,Warszawa,TRUE,33
5/13/2017 12:17:58,NA,NA,Tak,Żadnym,Żadnym,Data Scientist,"statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja","metodologia statystyczna, wizualizacja danych, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, statystyka przestrzenna, analiza tekstu, analiza szeregów czasowych","R, SAS","dplyr, ggplot2,",2,4,Mężczyzna,Polska,Kraków,TRUE,26
5/13/2017 14:27:40,mgr inż.,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Żadnym,NA,"wizualizacja danych, Big Data i hurtownie danych, rozwój oprogramowania, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia w chmurze, analiza szeregów czasowych, tworzenie raportów i dashboardów","wizualizacja danych, Big Data i hurtownie danych, rozwój oprogramowania, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, obliczenia w chmurze, analiza szeregów czasowych, tworzenie raportów i dashboardów",NA,NA,NA,NA,Mężczyzna,Polska,Kraków,FALSE,NA
5/13/2017 17:14:51,dr,NA,Tak,Machine Learning w R przy użyciu H2O,Kombajn do uczenia maszynowego - MLR w praktyce,NA,"społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, R w badaniach społecznych, analiza szeregów czasowych","metodologia statystyczna, wizualizacja danych, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, R w badaniach społecznych, analiza szeregów czasowych",NA,"dplyr,agricolae,rpart,tree,lmtest,MASS,nortest,car,zoo",2,5,Mężczyzna,Polska,Kraków,TRUE,NA
5/14/2017 11:50:07,mgr inż.,NA,Tak,Analiza danych sondażowych w R,Klasyfikacja wieloetykietowa z pakietem R,Konsultant,NA,NA,NA,NA,NA,NA,Mężczyzna,NA,NA,FALSE,NA
5/14/2017 21:46:13,mgr,"Elastyczność i teoretycznie (przynajmniej z perspektywy początkującego) nieograniczone możliwości, to dwie cechy R, które przekonały mnie do rozpoczęcia pracy z R.",Tak,Social Network Analysis w R,"Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",Doktorantka,"wizualizacja danych, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja","edukacja R i R w edukacji, tworzenie i wizualizacja map, analiza tekstu, analiza szeregów czasowych",NA,"ggplot2, stats, gplots,",4,0.083,Kobieta,Polska,Kraków,TRUE,30
5/14/2017 21:50:36,inż.,NA,Tak,XGBoost rządzi,Kombajn do uczenia maszynowego - MLR w praktyce,Freelancer,"rozwój oprogramowania, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","obliczenia wysokowydajnościowe, analiza tekstu, analiza i przetwarzanie obrazu, analiza szeregów czasowych",R,"RSelenium, stringi, tidyverse",1,1,Mężczyzna,Polska,Warszawa,TRUE,NA
5/15/2017 10:50:43,lic.,NA,Tak,Machine Learning w R przy użyciu H2O,Efektywna i efektowna wizualizacja w ggplot2,Junior Data Scientist,"metodologia statystyczna, Big Data i hurtownie danych, R w biznesie, analiza szeregów czasowych","wizualizacja danych, Big Data i hurtownie danych, R w biznesie, R w badaniach społecznych, analiza szeregów czasowych",R,"dplyr, ggplot",2,1,Kobieta,Polska,Warszawa,FALSE,NA
5/15/2017 10:52:53,mgr,Because nie działania pisemne.,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,"Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",Młodszy Analityk,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
5/15/2017 11:01:22,mgr inż.,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Web scraping w R i nie tylko,data science manager,media,"R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, obliczenia w chmurze","R, Hadoop","dplyr, ctree, markovchain,attribution model",6,2,Kobieta,Polska,Warszawa,FALSE,34
5/15/2017 12:38:32,dr,NA,Tak,XGBoost rządzi,Web scraping w R i nie tylko,adiunkt,"wizualizacja danych, Big Data i hurtownie danych, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, statystyka przestrzenna, tworzenie i wizualizacja map","Big Data i hurtownie danych, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia wysokowydajnościowe, statystyka przestrzenna, tworzenie i wizualizacja map, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","Linux, GIS, NetCDF, HPC","Rcpp, rgdal, dplyr, plyr, data.table, parallel",9,8,Mężczyzna,Polska,Poznań,TRUE,33
5/15/2017 13:20:15,dr hab.,NA,Tak,Żadnym,Efektywna i efektowna wizualizacja w ggplot2,NA,"wizualizacja danych, analiza szeregów czasowych","metodologia statystyczna, wizualizacja danych, tworzenie i wizualizacja map, analiza szeregów czasowych",NA,NA,10,1,Kobieta,Polska,Poznań,FALSE,56
5/15/2017 13:20:24,dr,NA,Tak,Żadnym,Efektywna i efektowna wizualizacja w ggplot2,NA,"wizualizacja danych, edukacja R i R w edukacji, tworzenie i wizualizacja map, analiza i przetwarzanie obrazu, analiza szeregów czasowych","edukacja R i R w edukacji, tworzenie i wizualizacja map, analiza szeregów czasowych",NA,NA,NA,NA,Mężczyzna,Polska,Poznań,TRUE,NA
5/15/2017 13:26:32,dr hab.,NA,Tak,Żadnym,Efektywna i efektowna wizualizacja w ggplot2,NA,"wizualizacja danych, tworzenie i wizualizacja map, analiza szeregów czasowych","wizualizacja danych, statystyka przestrzenna, tworzenie i wizualizacja map",NA,NA,NA,NA,Mężczyzna,Polska,Poznań,FALSE,NA
5/15/2017 15:26:49,mgr,NA,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,"Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",NA,ekologia roślin,ekologia roślin,NA,"ggplot, vegan, sp, dplyr",8,2,Mężczyzna,Polska,Białowieża,TRUE,29
5/16/2017 12:15:31,dr,NA,Tak,Żadnym,Żadnym,kierownik projektu badawczego w dziedzinie neurobiologii,NA,wizualizacja danych,NA,NA,NA,NA,Kobieta,NA,NA,TRUE,NA
5/16/2017 12:27:10,mgr,NA,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,Efektywna i efektowna wizualizacja w ggplot2,software developer/BI consultant,"wizualizacja danych, ekonomia, finanse i ubezpieczenia","metodologia statystyczna, Big Data i hurtownie danych, tworzenie i wizualizacja map, R w badaniach społecznych, aplikacje shiny i htmlwidgets","SQL, SSRS, PL/SQL, Tableau, R","shiny, dlpyr",1,1,Mężczyzna,Polska,Warszawa,TRUE,NA
5/16/2017 13:31:26,mgr inż.,NA,Tak,XGBoost rządzi,mirt: skalowanie odpowiedzi lepsze niż PCA,Senior BI Analyst,"Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne","metodologia statystyczna, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, analiza szeregów czasowych","SQL, R, Dataiku DSS, Alteryx",NA,6,1,Mężczyzna,Polska,Warszawa,TRUE,33
5/16/2017 23:35:33,lic.,Why not?,Tak,XGBoost rządzi,mirt: skalowanie odpowiedzi lepsze niż PCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
